Sep 2 2014,9.98
Aug 1 2014,9.94
Jul 1 2014,10.08
Jun 2 2014,9.89
May 1 2014,9.79
Apr 1 2014,9.62
Mar 3 2014,9.64
Feb 3 2014,9.35
Jan 2 2014,9.26
Dec 2 2013,9.27
Nov 1 2013,9.46
Oct 1 2013,9.42
Sep 3 2013,9.35
Aug 1 2013,9.40
Jul 1 2013,9.34
Jun 3 2013,9.86
May 1 2013,10.18
Apr 1 2013,10.29
Mar 1 2013,10.20
Feb 1 2013,10.32
Jan 2 2013,10.25
Dec 3 2012,10.46
Nov 1 2012,10.40
Oct 1 2012,10.48
Sep 4 2012,10.38
Aug 1 2012,10.19
Jul 2 2012,10.04
Jun 1 2012,9.88
May 1 2012,10.00
Apr 2 2012,9.92
Mar 1 2012,10.00
Feb 1 2012,9.97
Jan 3 2012,9.64
Dec 1 2011,9.83
Nov 1 2011,9.89
Oct 3 2011,9.51
Sep 1 2011,10.08
